Purchase_ID,Purchase Date,Material Name,Category,Grade/Spec,Supplier,Unit,Quantity,Wholesale Rate,Discount,GST,Total Amount,Payment Mode,Invoice No,Remarks
PMT1185,27 Mar 2024,TATA WIRON ANNEALED BINDING WIRE 18 GAUGE,Steel,,JSW Steel Distributor,kg,4678 kg,843.77,20,18%,3726115.32,Cash,INV-2024-6651,duplicate entry?
PMT2209,2024-07-12,Schneider MCB B-Curve 32A,Electrical,,null,piece,4626.0,6477.55,20,18%,null,cash,INV-2023-8083,
PMT1279,13/10/2023,Gyproc by Saint-Gobain Gypsum Boards 12.5mm,Finishing,N/A,JK Wall Solutions,null,284,3540.42,N/A,12%,900909.43,Cheque,INV-2023-8696,duplicate entry?
PMT1278,08 Jan 2024,PVC Slab Cover Blocks 20mm,Masonry,Standard,Siporex Depot,piece,3968.54,4730.02,10%,12,INR ?,N.A.,INV-2024-3188,Site B allocation
PMT1951,25 Mar 2023,pvc slab cover blocks 20mm,Masonry,Standard,AAC Block Traders,piece,4709.3,,2%,null,23833694.78,Cheque,INV-2025-3533,
PMT2229,08-12-2024,JK WallMaxX Wall Putty,Finishing,Standard,Birla Putty Depot,NIL,443,Rs. 8896.01,5,18%,4417785.25,Cheque,INV-2024-7671,Approved by site engineer
PMT1509,30/03/2024,Kajaria Double Charged Vitrified Tiles 600x600mm,Tiles,GVT,Orientbell Depot,box,2182.36,"5,724.42",0%,5,13117382.49,,INV-2025-3674,Approved by site engineer
PMT2326,20 Oct 2024,  Plastering Sand (P-Sand) 2.36mm  ,Aggregate,N/A,GreenBuild Materials,ton,4596.1,907.5,15%,5,3722582.47,NEFT,INV-2023-7403,Return pending
PMT1561,07/11/2024,supreme swr pvc pipes type a 75mm,Plumbing,Standard,Finolex Pipes Distributor,meter,1290,5602.5,5%,12,INR 7689767.4,,INV-2025-3807,late delivery
PMT1440,24 Oct 2024,Greenlam Interior Flush Doors 30mm IS:2202,,,Greenlam Doors Store,piece,?,899.16,0%,18,4857181.58,,INV-2024-6619,Site B allocation
PMT2339,06.14.2023,  Natural Italian Marble Slabs 20mm  ,Stone,,natural stone exporters,sqft,977.8,9349.07,0,28%,11701146.43,UPI,INV-2025-7776,duplicate entry?
PMT2067,27/04/2024,Kajaria Double Charged Vitrified Tiles 600x600mm,Tiles,,Somany World Showroom,box,4382,165.78,20%,28%,743882.71,RTGS,INV-2025-5685,Damaged packaging noted
PMT1556,03/04/2023,Siporex AAC Blocks 100mm,Masonry,Standard,Bharat Bricks & Blocks,piece,1844.6,"3,260.97",0,12,6737007.49,Cash,INV-2024-1008,Return pending
PMT1618,2023-04-30,ASHIRVAD UPVC DRAINAGE PIPES SCHEDULE 40 110MM,Plumbing,,Astral Plumbing Store,METER,4141.22,8915.33,0%,28,47258038.92,cash,INV-2023-2719,Bulk order discount applied
PMT2164,22-08-2023,ambuja cement opc 53 grade,Cement,OPC 53,UltraTech Dealer Hub,BAG,4681.92,"4,075.74",7.5,5%,18533672.82,,INV-2024-1737,Site B allocation
PMT1257,2024-03-07,concrete column cover blocks 40mm,Masonry,Standard,Bharat Bricks & Blocks,PIECE,1499.01,4021.82,0,12,6752198.21,,INV-2023-5981,late delivery
PMT2041,01-24-2024,MANUFACTURED SAND (M-SAND) 4.75MM,Aggregate,Standard,Local Quarry Suppliers,ton,N/A,3269.67,7.5%,18%,2015076.84,UPI,INV-2024-9573,
PMT1663,14/07/2025,CENTURYDOORS SOLID CORE FLUSH DOORS 35MM,Wood,N/A,Greenply Depot,piece,3333.7 piece,N/A,7.5,18,444871.56,N.A.,INV-2023-3919,
PMT2080,12-16-2024,JSW Neosteel TMT Bars Fe 550D 25mm,Steel,,JSW Steel Distributor,kg,516.54,9427.75,2%,18%,5631448.27,cash,INV-2023-3961,Damaged packaging noted
PMT1888,10-02-2025,LEGRAND MCB B-CURVE 16A,Electrical,N/A,Polycab Distributor,piece,2291.74 piece,Rs. 4911.26,15%,18,11289096.99,CHEQUE,INV-2024-5350,late delivery
PMT1738,03-05-2024,  Tata Wiron Annealed Binding Wire 18 Gauge  ,Steel,Fe 550D,-,kg,null,8219.8,12.5%,5%,34882416.63,CHEQUE,INV-2025-9256,
PMT1296,06-03-2023,Tata Tiscon TMT Bars Fe 500D 8mm,Steel,Fe 500D,SRMB Steel Point,kg,989.63,1638.26,5%,5,1617218.07,N.A.,INV-2025-1640,Urgent site delivery
PMT2374,02-02-2023,JSW Neosteel TMT Bars Fe 550D 25mm,Steel,Fe 500,JSW Steel Distributor,kg,3981,673.19,10%,null,3087324.74,,INV-2024-9225,Bulk order discount applied
PMT1844,10-05-2024,  Berger WeatherCoat Anti-Algal Exterior Paint  ,Paint,N/A,Berger Paints Store,liter,2961,Rs. 134.66,7.5,18%,435211.9,Cash,INV-2025-1597,duplicate entry?
PMT1313,08-11-2024,COARSE AGGREGATE 20MM BLUE METAL,Aggregate,N/A,Krishna Sand & Aggregates,ton,4362,5812.68,0,null,29918793.99,Cash,INV-2023-4346,Site B allocation
PMT1281,08 Jun 2023,Saint-Gobain Clear Float Glass 6mm,,,AIS Glass Traders,SQFT,4017.68,Rs. 8045.09,N/A,12,N/A,,INV-2025-1735,
PMT1747,20-02-2023,Birla White WallCare Putty 1.5mm,Finishing,N/A,Birla Putty Depot,bag,2962,5420.27,10,12,16183278.46,,INV-2023-8598,Damaged packaging noted
PMT1202,11 Oct 2024,JSW Neosteel TMT Bars Fe 550D 20mm,Steel,Fe 550D,Tata Steel Authorised Dealer,kg,2358.1,7834.44,20,,17439826.96,CHEQUE,,
PMT2290,15/04/2024,Natural Italian Marble Slabs 20mm,Stone,Standard,Marble Palace Traders,sqft,2905.25,1944.86,0,5,5932819.74,Cheque,INV-2024-9255,Bulk order discount applied
PMT1188,27/10/2023,JSW Neosteel TMT Bars Fe 550D 20mm,Steel,Fe 500,Kumar Steel Traders,kg,2100.47,4889.02,0,18%,12117703.01,UPI,INV-2023-1211,Site B allocation
PMT1062,18-05-2023,ambuja cement opc 53 grade,Cement,OPC,UltraTech Dealer Hub,bag,2197.62,2236.02,7.5%,12%,5090823.47,Cheque,INV-2025-7999,Site B allocation
PMT1679,08-13-2024,Tata Tiscon TMT Bars Fe 500D 8MM,Steel,Fe 550D,tata steel authorised dealer,kg,3426.85,7760.64,12.5%,12%,26062658.2,Bank Transfer,INV-2025-9211,Damaged packaging noted
PMT1691,02-07-2025,Manufactured Sand (M-Sand) 4.75MM,Aggregate,Standard,GreenBuild Materials,?,4027.93,7295.99,0,12,INR 32914265.44,UPI,INV-2025-9804,Return pending
PMT2292,02-04-2024,Legrand MCB B-Curve 16A,Electrical,Standard,Havells Electric Store,piece,2586,"4,015.24",0%,18,12252424.56,cash,INV-2025-3609,Approved by site engineer
PMT1388,2024-01-16,  Tata Tiscon TMT Bars Fe 500D 8mm  ,Steel,,JSW Steel Distributor,kg,3067,8593.19,0,18,31099270.2,,INV-2025-5230,
PMT1806,10-15-2024,Supreme SWR PVC Pipes Type A 75MM,Plumbing,Standard,Finolex Pipes Distributor,meter,1320.3,"5,108.86",20%,5,5665991.4,CHEQUE,INV-2024-4948,Site B allocation
PMT1363,2025-09-24,Ashirvad UPVC Drainage Pipes Schedule 40 110mm,Plumbing,Standard,Finolex Pipes Distributor,meter,1716.75,716.78,0,5%,1292058.67,N.A.,INV-2025-5774,Urgent site delivery
PMT1369,23/08/2024,Plastering Sand (P-Sand) 2.36mm,Aggregate,N/A,Krishna Sand & Aggregates,ton,4826.67,1555.11,,18%,8414229.12,cash,INV-2023-9838,duplicate entry?
PMT2302,16-08-2025,  Ashirvad UPVC Drainage Pipes Schedule 40 110mm  ,Plumbing,,Finolex Pipes Distributor,NA,595,5118.81,2,12%,3342951.48,Bank Transfer,INV-2023-7367,duplicate entry?
PMT1901,2025-01-19,Ambuja Cement OPC 53 Grade,Cement,OPC 53,Ambuja Direct Depot,bag,650.86,8798.13,12.5,18%,5912457.3,UPI,INV-2024-1416,
PMT1387,09-18-2025,POLYCAB FR ELECTRICAL WIRES 4.0 SQ MM,Electrical,N/A,Polycab Distributor,meter,2640,5163.33,0,18,16084805.62,N.A.,INV-2025-3921,
PMT1064,20 Mar 2024,dalmia cement ppc grade,Cement,OPC 43,NA,bag,4810,1954.81,10%,18%,9985599.54,CHEQUE,INV-2024-4328,
PMT2120,03-23-2023,acc cement opc 43 grade,Cement,OPC,UltraTech Dealer Hub,bag,3960.32,907.47,5%,28,4370147.85,N.A.,INV-2025-1330,
PMT1848,2025-08-03,dalmia cement ppc grade,Cement,,UltraTech Dealer Hub,bag,4178,Rs. 5584.22,2,28%,29266244.78,N.A.,INV-2025-3033,late delivery
PMT1799,06-07-2024,POLYCAB FR ELECTRICAL WIRES 4.0 SQ MM,Electrical,N/A,Legrand Authorised Dealer,meter,4174.39,6308.61,0,5,27651328.42,NEFT,INV-2023-8156,Site B allocation
PMT2182,2023-02-27,RED CLAY BRICKS CLASS 7.5,Masonry,N/A,AAC Block Traders,PIECE,4971,Rs. 1604.78,5%,5%,7957417.98,CHEQUE,INV-2025-9080,Site B allocation
PMT1420,11-03-2025,Tata Tiscon TMT Bars Fe 500D 12mm,Steel,Fe 500D,Tata Steel Authorised Dealer,kg,2929,Rs. 7614.62,0%,5%,23418383.08,Bank Transfer,INV-2024-9411,late delivery
PMT2088,2025-11-12,Supreme CPVC Pipes SDR 13.5 20mm,Plumbing,,Astral Plumbing Store,meter,730.9,7977.72,5,28,7090393.31,UPI,INV-2023-9104,Damaged packaging noted
PMT1753,NIL,  Asian Paints Royale Luxury Interior Emulsion  ,Paint,,Berger Paints Store,liter,4972,92.69,20,28%,471915.19,,INV-2024-5417,
PMT1661,08-05-2025,ASTRAL CPVC PIPES SDR 11 25MM,Plumbing,N/A,Astral Plumbing Store,METER,1670.96,"4,608.39",0,18%,INR 9086513.72,RTGS,,duplicate entry?
PMT1409,16-12-2024,Somany GVT Vitrified Floor Tiles 800x800mm,Tiles,,Kajaria Tile Gallery,box,41.71,7933.29,5%,28%,402371.39,cash,INV-2023-4028,Urgent site delivery
PMT1672,12-10-2025,NEROLAC BEAUTY ACRYLIC INTERIOR PAINT,Paint,Standard,Nerolac Colour Shop,liter,2026,3071.72,12.5%,18,6425562.12,CHEQUE,INV-2024-2453,
PMT1874,2025-05-22,ais toughened window glass 8mm,Glass,Standard,AIS Glass Traders,sqft,3844.12,6973.44,2,5%,27584135.64,UPI,INV-2025-6148,
PMT1735,27/07/2025,  Plastering Sand (P-Sand) 2.36mm  ,Aggregate,Standard,null,ton,2584.02,null,0%,12%,7242693.84,cash,INV-2024-9476,Urgent site delivery
PMT2109,04-15-2025,prince swr pvc pipes type b 110mm,Plumbing,,Ashirvad Sales Corp,NA,257.44,8087.1,5%,12%,INR 2215187.38,N.A.,INV-2024-7347,Bulk order discount applied
PMT1702,13-08-2024,AIS TOUGHENED WINDOW GLASS 8MM,Glass,,Saint-Gobain Glass Depot,sqft,519,8171.31,15%,N/A,4037346.22,Cheque,INV-2023-3885,Bulk order discount applied
PMT2074,08-08-2024,JK Lakshmi Cement OPC 43 Grade,Cement,PPC,Regional Cement Traders,bag,1118.08,9307.98,7.5,18%,11359312.84,CHEQUE,INV-2025-9254,
PMT1158,29-08-2025,  JK WallMaxX Wall Putty  ,Finishing,N/A,JK Wall Solutions,bag,1678.87,6891.29,7.5,18%,12628196.62,cash,INV-2025-9753,late delivery
PMT1464,07/05/2023,  Tata Tiscon TMT Bars Fe 500D 12mm  ,Steel,Fe 550D,Tata Steel Authorised Dealer,kg,1027,"5,583.85",0,28,7340305.86,,INV-2023-4950,
PMT1003,24-01-2023,Schneider MCB B-Curve 32A,Electrical,,Polycab Distributor,piece,1471 piece,"7,242.21",15,12,INR 10141932.95,UPI,INV-2024-1319,Return pending
PMT1830,2024-12-23,Gyproc by Saint-Gobain Gypsum Boards 12.5mm,Finishing,,JK Wall Solutions,board,2878.87,993.29,7.5,12,2962496.68,Cash,INV-2024-6476,Return pending
PMT2377,02-12-2025,Greenply BWR Commercial Plywood 12mm,Wood,N/A,Greenlam Doors Store,sheet,123.06,"5,656.99",0%,28,N/A,UPI,INV-2024-7287,Damaged packaging noted
PMT2249,09 May 2024,Precision Heavy-Duty PVC Conduit Pipes 20mm,,Standard,Polycab Distributor,meter,4852,7655.53,0,12,41601987.35,,INV-2023-9639,late delivery
PMT1524,25-10-2024,UltraTech Cement OPC 53 Grade,Cement,OPC 43,Regional Cement Traders,bag,2616,Rs. 2805.5,20%,28,7515328.51,N.A.,INV-2025-2938,late delivery
PMT2128,2025-08-23,Asian Paints Apex WeatherCoat Exterior Paint,Paint,Standard,Nerolac Colour Shop,liter,2162.64,Rs. 6994.86,0,18%,17850289.56,cash,INV-2023-8640,Site B allocation
PMT2031,01-11-2023,JK WallMaxX Wall Putty,Finishing,N/A,JK Wall Solutions,bag,4145.08,Rs. 1228.47,15,12%,4847685.32,RTGS,INV-2025-6307,Return pending
PMT1490,28 Jun 2023,Finolex UPVC Pipes Schedule 80 50mm,Plumbing,,Finolex Pipes Distributor,meter,3735.4,8951.18,12.5%,12,32767513.02,CHEQUE,INV-2023-8680,
PMT1312,2023.07.17,Natural Granite Slabs 18mm,Stone,,Natural Stone Exporters,sqft,2735,4721.22,7.5%,12,13377388.02,,INV-2023-3083,Urgent site delivery
PMT2126,2024-12-22,Gyproc by Saint-Gobain Gypsum Boards 12.5mm,,Standard,JK Wall Solutions,board,2242.16,Rs. 9096.75,0,5,21416187.43,cash,INV-2024-7514,
PMT1772,09-06-2023,Finolex UPVC Pipes Schedule 80 50mm,Plumbing,N/A,Finolex Pipes Distributor,meter,1043.51,515.06,20%,18,507371.93,,INV-2024-6936,duplicate entry?
PMT1588,17/10/2023,natural granite slabs 18mm,Stone,Standard,Marble Palace Traders,sqft,2308.91,2759.82,NA,5,5854436.7,NEFT,INV-2023-9538,Approved by site engineer
PMT1928,11/05/2025,Supreme CPVC Pipes SDR 13.5 20mm,Plumbing,Standard,N/A,meter,63.36,7293.91,12.5%,18,477161.76,N.A.,INV-2025-6871,
PMT2179,2025-12-07,Prince SWR PVC Pipes Type B 110mm,Plumbing,Standard,Ashirvad Sales Corp,NIL,1404.31,"4,755.62",2%,5,6872037.3,,,Damaged packaging noted
PMT2371,21-10-2023,TATA TISCON TMT BARS FE 500D 10MM,Steel,,Kumar Steel Traders,kg,2028.05,"5,087.28",0,28%,13206090.5,,INV-2024-7531,
PMT2086,null,COARSE AGGREGATE 10MM BLUE METAL,Aggregate,,GreenBuild Materials,ton,3730.05,Rs. 2752.19,2,28%,12877427.43,UPI,INV-2025-1855,duplicate entry?
PMT1622,06.03.2025,Tata Wiron Annealed Binding Wire 18 Gauge,Steel,Fe 550D,JSW Steel Distributor,kg,4705.38,"2,024.69",2,18,,,INV-2023-1253,
PMT1436,2024-05-11,concrete column cover blocks 40mm,Masonry,Standard,AAC Block Traders,N/A,4447.09,1136.38,10,12%,5094012.81,UPI,INV-2025-7174,Urgent site delivery
PMT1435,10-30-2024,Saint-Gobain Clear Float Glass 6mm,Glass,,AIS Glass Traders,sqft,1230.26,"9,241.64",5%,12,12097275.71,Cheque,INV-2023-9883,Approved by site engineer
PMT1836,05 Jun 2025,NEROLAC BEAUTY ACRYLIC INTERIOR PAINT,Paint,,Berger Paints Store,LITER,986.28,2025.93,7.5%,12%,2070067.07,Bank Transfer,,Damaged packaging noted
PMT1204,04-01-2025,gyproc by saint-gobain gypsum boards 12.5mm,Finishing,Standard,Birla Putty Depot,board,2838,4702.0,5%,12%,14198309.66,,INV-2023-7853,
PMT1230,11-14-2024,Concrete Column Cover Blocks 40mm,Masonry,,AAC Block Traders,PIECE,3128.62,"8,055.36",12.5%,28%,28226419.65,cash,INV-2024-2570,Damaged packaging noted
PMT2372,12 Aug 2025,asian paints apex weathercoat exterior paint,Paint,N/A,Berger Paints Store,liter,?,8090.77,0,28,44386611.48,,INV-2025-4558,late delivery
PMT1962,29/08/2025,Greenlam Interior Flush Doors 30mm IS:2202,Wood,Standard,CenturyPly Distributor,piece,1421.97,441.07,7.5%,18,684576.04,N.A.,INV-2023-4867,Approved by site engineer
PMT2004,17-04-2023,greenlam interior flush doors 30mm is:2202,Wood,,CenturyPly Distributor,piece,369.85,8714.89,7.5%,18,3518125.06,,INV-2025-4397,Approved by site engineer
PMT1303,18-09-2025,Finolex PVC Conduit Pipes 25mm,Electrical,,legrand authorised dealer,meter,4282.05,9246.66,10,28,45613048.84,UPI,INV-2024-7406,Return pending
PMT1177,29/05/2024,biltech aac blocks 200mm,Masonry,Standard,siporex depot,piece,4624,6857.51,7.5%,12%,32850654.78,NEFT,INV-2023-8716,Approved by site engineer
PMT1980,06 Dec 2023,Prince SWR PVC Pipes Type B 110mm,Plumbing,N/A,Finolex Pipes Distributor,meter,4414.64,4853.31,7.5%,5,20809629.99,,INV-2023-6575,Urgent site delivery
PMT2305,03-17-2024,Manufactured Sand (M-Sand) 4.75mm,Aggregate,N/A,Krishna Sand & Aggregates,ton,3061.73,3756.01,12.5%,28%,12879875.12,Bank Transfer,INV-2024-4808,Approved by site engineer
PMT1004,11-06-2023,Coarse Aggregate 10mm Blue Metal,Aggregate,Standard,GreenBuild Materials,ton,2379.04,5130.22,7.5%,5%,-,NEFT,INV-2023-2163,Damaged packaging noted
PMT1432,18/06/2025,Ambuja Cement OPC 53 Grade,Cement,PPC,Balaji Building Supplies,bag,656.42,3562.73,10%,28%,2694121.61,UPI,INV-2023-6084,
PMT1070,26 Oct 2024,Shree Cement PPC grd,Cement,OPC 43,UltraTech Dealer Hub,bag,4963,Rs. 2560.84,5%,18,14247292.24,CHEQUE,INV-2023-3219,Site B allocation
PMT1346,10 Sep 2024,MANUFACTURED SAND (M-SAND) 4.75MM,Aggregate,Standard,Local Quarry Suppliers,ton,1937.14 ton,6486.99,0,5%,13194518.2,Cash,INV-2024-7581,Return pending
PMT2052,23.04.2025,Prince SWR PVC Pipes Type B 110MM,,,Astral Plumbing Store,meter,1577,852.3,7.5%,18%,1467060.15,CHEQUE,INV-2025-3137,Approved by site engineer
PMT1692,2023-07-29,Polycab FR Electrical Wires 2.5 sq mm,Electrical,,Polycab Distributor,meter,2681.09,5722.51,12.5,12%,15035713.05,UPI,INV-2024-9394,
PMT1638,15/07/2023,  Schneider MCB B-Curve 32A  ,Electrical,N/A,Havells Electric Store,piece,3329.23,7454.92,15%,28,27003227.92,N.A.,INV-2024-7519,late delivery
PMT1370,01-04-2024,TATA TISCON TMT BARS FE 500D 8MM,Steel,Fe 500D,SRMB Steel Point,KG,4491.23,8547.22,20,28,39308831.62,Cheque,INV-2023-4695,Approved by site engineer
PMT2095,20-03-2025,CenturyDoors Solid Core Flush Doors 35mm,Wood,Standard,Greenlam Doors Store,PIECE,3128,8084.98,12.5,12,24784021.09,,INV-2023-7285,late delivery
PMT2382,2025-11-26,Astral CPVC Pipes SDR 11 25mm,Plumbing,,Finolex Pipes Distributor,meter,2917.1,Rs. 8293.98,5,5%,24133883.14,,INV-2025-1766,Approved by site engineer
PMT1580,NIL,asian paints apex weathercoat exterior paint,Paint,Standard,Nerolac Colour Shop,liter,1846.35,Rs. 5466.47,20,12%,9043343.13,,INV-2023-8280,late delivery
PMT1974,16/01/2023,Orientbell Ceramic Bathroom Tiles 300x600MM,Tiles,Ceramic,kajaria tile gallery,box,3589,"5,318.59",12.5,28,21379029.85,Bank Transfer,INV-2025-7885,
PMT1192,09/01/2025,FINOLEX PVC CONDUIT PIPES 25MM,Electrical,,Polycab Distributor,meter,2287.44,9357.37,12.5,5,19665313.11,,INV-2025-2392,Approved by site engineer
PMT1722,11-01-2024,Finolex UPVC Pipes Schedule 80 50mm,Plumbing,,Ashirvad Sales Corp,meter,4171.31,2283.45,7.5,12,9867877.02,Cheque,INV-2025-7338,
PMT2245,23/09/2023,Polycab FR Electrical Wires 2.5 sq mm,Electrical,N/A,Legrand Authorised Dealer,meter,755.95,Rs. 5354.3,0%,28,5180906.35,,INV-2025-5057,Return pending
PMT2177,17-07-2025,JK Lakshmi Cemnt OPC 43 Grade,Cement,PPC,NA,bag,135,Rs. 390.25,5%,18,59058.48,N.A.,INV-2025-3814,
PMT1098,2024.11.09,ACC Cement OPC 43 Grade,Cement,PPC,?,bag,3969.29,2177.18,7.5%,5%,8393405.36,N.A.,INV-2024-1920,Urgent site delivery
PMT2319,06-04-2023,AIS Toughened Window Glass 8mm,Glass,N/A,AIS Glass Traders,sqft,3190.4,Rs. 4281.93,10,18,14508055.78,,INV-2023-1339,late delivery
PMT2106,2024-02-19,LEGRAND MCB B-CURVE 16A,Electrical,,Legrand Authorised Dealer,piece,447,6540.87,5%,12,INR 3110890.1,,INV-2025-6644,
PMT1829,,Asian Paints Apex WeatherCoat Exterior Paint,,N/A,Asian Paints Dealer,liter,4889,3261.15,0%,28%,20408015.81,Cash,INV-2025-3115,Bulk order discount applied
PMT2395,2025-08-23,ambuja cement opc 53 grade,,OPC,Regional Cement Traders,bag,2050.52,"4,951.96",0,,10661797.67,NEFT,INV-2025-7328,
PMT2166,2024-08-30,Dalmia Cement PPC Grade,Cement,OPC 43,Balaji Building Supplies,bag,3039.31,Rs. 6749.87,15,28%,22320262.76,,INV-2025-7168,
PMT1322,16-12-2025,Legrand MCB B-Curve 16A,Electrical,Standard,Legrand Authorised Dealer,piece,4180,"4,338.46",10%,5,17137350.85,cash,INV-2023-3052,Approved by site engineer
PMT1104,2025-12-29,ASHIRVAD UPVC DRAINAGE PIPES SCHEDULE 40 110MM,Plumbing,,Finolex Pipes Distributor,meter,94,989.19,0%,18%,109720.95,CHEQUE,INV-2024-4087,
PMT2002,07-13-2024,Prince SWR PVC Pipes Type B 110MM,Plumbing,,Finolex Pipes Distributor,METER,572.83,Rs. 1318.18,0,12,845704.22,Cheque,INV-2025-5125,
PMT1189,30-11-2023,Prince SWR PVC Pipes Type B 110MM,Plumbing,Standard,Astral Plumbing Store,meter,3449.82,"3,973.53",0%,18%,16175396.65,UPI,,Damaged packaging noted
PMT1183,12-21-2025,PVC Slab Cover Blocks 20mm,Masonry,N/A,Bharat Bricks & Blocks,piece,3947,2712.36,15%,12%,10191812.04,CHEQUE,INV-2024-7056,
PMT1658,12 Apr 2023,dalmia cement ppc grade,Cement,PPC,UltraTech Dealer Hub,bag,3262 bag,Rs. 2865.42,7.5%,28%,11066848.05,,INV-2024-5868,Return pending
PMT1137,12 Jun 2023,ashirvad upvc drainage pipes schedule 40 110mm,Plumbing,Standard,Ashirvad Sales Corp,meter,1426.96,2761.81,20%,12%,3531129.19,RTGS,INV-2023-8183,Urgent site delivery
PMT1238,05 Mar 2024,coarse aggregate 20mm blue metal,Aggregate,N/A,GreenBuild Materials,ton,2309.7,2002.91,20,5%,3885941.83,cash,INV-2025-7608,duplicate entry?
PMT1500,09-09-2023,CenturyDoors Solid Core Flush Doors 35mm,Wood,Standard,Greenlam Doors Store,piece,506.38,5178.37,12.5%,5,2409167.38,Cash,INV-2024-8421,
PMT2379,11-03-2025,ASHIRVAD UPVC DRAINAGE PIPES SCHEDULE 40 110MM,Plumbing,,Astral Plumbing Store,meter,4491,7508.82,10,12,33991887.5,UPI,INV-2024-1002,
PMT2325,04-16-2024,Natural Granite Slabs 18mm,Stone,Standard,Natural Stone Exporters,sqft,4082.51,Rs. 7261.0,10%,12%,29880249.95,Bank Transfer,INV-2025-9552,Return pending
PMT1265,10-16-2025,ASIAN PAINTS ROYALE LUXURY INTERIOR EMULSION,Paint,Standard,Nerolac Colour Shop,liter,3083.35,2331.49,null,12,6843737.31,Bank Transfer,INV-2024-3184,Approved by site engineer
PMT1616,19 Nov 2024,tata tiscon tmt bars fe 500d 10mm,Steel,,Kumar Steel Traders,kg,3929,Rs. 849.12,2,NIL,3661804.87,UPI,INV-2025-5710,Bulk order discount applied
PMT1368,24.07.2025,PRECISION HEAVY-DUTY PVC CONDUIT PIPES 20MM,Electrical,Standard,Polycab Distributor,meter,1805.16,6666.01,0,18%,INR 14199193.24,N.A.,INV-2023-3297,
PMT1495,07-02-2024,precision heavy-duty pvc conduit pipes 20mm,Electrical,Standard,Havells Electric Store,meter,469.18,Rs. 1980.72,12.5%,12%,910727.93,Bank Transfer,INV-2024-7597,
PMT2357,20/12/2023,BIRLA WHITE WALLCARE PUTTY 1.5MM,,,JK Wall Solutions,bag,3535.42,8307.24,0%,28%,NIL,RTGS,INV-2023-6129,
PMT1753,NIL,  Asian Paints Royale Luxury Interior Emulsion  ,Paint,,Berger Paints Store,liter,4972,92.69,20,28%,471915.19,,INV-2024-5417,
PMT1337,24/08/2025,  Havells FR Electrical Wires 1.0 sq mm  ,Electrical,,Havells Electric Store,meter,1930.72,8003.18,0,28,19778431.6,,,
PMT1868,02-07-2023,UltraTech Cement OPC 53 Grade,Cement,OPC 43,Balaji Building Supplies,bag,979.73,1557.68,7.5,28,1806909.3,Cash,INV-2025-6014,Bulk order discount applied
PMT1275,2023-05-23,JK WallMaxX Wall Putty,Finishing,,JK Wall Solutions,BAG,3635.19,"7,256.28",0%,?,27696854.32,UPI,INV-2025-2392,late delivery
PMT1150,05 Nov 2024,Tata Wiron Annealed Binding Wire 18 Gauge,Steel,Fe 500,JSW Steel Distributor,kg,1015,8636.88,0%,5%,INR 9204754.86,UPI,INV-2024-7737,Bulk order discount applied
PMT1448,25 Jul 2023,Schneider MCB B-Curve 32A,Electrical,N/A,Polycab Distributor,PIECE,3706,418.35,0,12%,1736453.71,Bank Transfer,INV-2025-1275,Bulk order discount applied
PMT1181,05-18-2023,Supreme CPVC Pipes SDR 13.5 20MM,Plumbing,,Finolex Pipes Distributor,meter,2395.07,2153.27,5%,28%,6271194.57,,INV-2025-5788,
PMT2314,20-12-2025,JSW Neosteel TMT Bars Fe 550D 25mm,Steel,Fe 500D,SRMB Steel Point,KG,?,4114.08,15%,5,9367354.41,,INV-2024-7179,Damaged packaging noted
PMT1595,09-09-2023,Gyproc by Saint-Gobain Gypsum Boards 12.5mm,Finishing,,Birla Putty Depot,board,1036,3610.9,7.5,12%,3875564.53,,INV-2024-9921,Urgent site delivery
PMT2009,16/04/2024,Finolex PVC Conduit Pipes 25mm,Electrical,Standard,Polycab Distributor,meter,1604,9006.69,2%,12%,15856731.68,N.A.,INV-2024-3653,Approved by site engineer
PMT1639,19/03/2024,Supreme CPVC Pipes SDR 13.5 20MM,Plumbing,Standard,Ashirvad Sales Corp,meter,867.2 meter,6310.08,5%,12,INR 5822315.86,Cheque,INV-2023-5025,Return pending
PMT1019,2025-04-08,shree cement ppc grade,,PPC,Balaji Building Supplies,bag,4983.17,6856.38,0%,18,40316478.41,Bank Transfer,INV-2023-5853,Return pending
PMT1919,03-05-2025,KAJARIA DOUBLE CHARGED VITRIFIED TILES 600X600MM,Tiles,Vitrified,Somany World Showroom,BOX,413,3460.34,12.5%,18,1475566.83,CHEQUE,INV-2024-9119,
